,id,dateAdded,name,brand,primaryCategories,manufacturer,reviews.date,reviewssentiment,reviews.numHelpful,stars,text,reviews.username,predicted
0,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2018-01-23T00:00:00.000Z,True,0,2,It was a bit more involved getting set up but thereafter the function is simply talking to Alexia. The plug adapter to turn on and off lights TV is useful and certainly worth having.,mrchuck,5.0
1,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2017-12-22T00:00:00.000Z,True,0,5,Adds some nice tricks to the regular Echo lineup. Video calls to other Show owners works well. Speakers sound good.,Owney,5.0
2,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2017-12-23T00:00:00.000Z,True,1,3,"THE ECHO SHOW WORKS WELL, BUT AT THIS TIME IT CANNOT CONNECT TO YOUTUBE. MAYBE WHEN AMAZON WAKES UP THE CONNECTION WILL BE RETURNED.",papalunchick,1.0
3,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2017-07-30T00:00:00.000Z,True,0,5,"It's a lot of fun. To fully enjoy it, we had to get Amazon music unlimited. We bought four of them, so we can keep in touch with family. Alexa is very entertaining!",ForeverAChicagoCubsFan,5.0
4,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2017-12-22T00:00:00.000Z,True,0,4,I seen one that my son-in-law had and enjoyed using it.,Smokey,5.0
5,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2018-01-26T00:00:00.000Z,True,0,5,"I love how I can see my grandkids. I also bought my kids one so they can just ""Drop In"" and I can see them. It also shows words to some songs to sing along. It is fun to have!!",MaryS,5.0
6,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2017-10-05T00:00:00.000Z,True,0,5,The best product I have used for AI. Easy set up and easy to use.,Bigfoot,5.0
7,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2018-01-18T00:00:00.000Z,True,0,5,"If you’re lik me and trying to update your home into a smart home, this is a must need. I have by my bed side and am able to see the front door",CarterDeKid,5.0
8,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2017-11-19T00:00:00.000Z,True,0,5,he echo show is great. I can use it to monitor my outside inside cameras.,Jfhman001,5.0
9,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2017-12-17T00:00:00.000Z,False,0,3,Alexa show is ok same technology as a tablet except voice activated,Sllysmly,3.0
10,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2017-12-15T00:00:00.000Z,True,0,5,We have greatly enjoyed using Alexa and having this gadget in our kitchen.,7722,5.0
11,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2018-03-21T00:00:00.000Z,True,0,5,"I love the echo show. It is a personal assistant, DJ, weatherman & news person all in one. This is our second Show. We love the video qualties & the sound can't be beat.",Anncap,5.0
12,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2018-01-22T00:00:00.000Z,True,0,5,My entire family enjoyed all of the purchases we from the store,Missy,5.0
13,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2017-12-22T00:00:00.000Z,True,0,5,"Wife wanted this gift and it did not disappoint, it's the next step in Amazon's capabilities, adding visual to the sound that was already there.",RobWtx,5.0
14,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2018-01-08T00:00:00.000Z,True,0,4,"I had an Alexa, but thought the show would be cool as it would allow me to link a camera to it, see videos for info I wanted to look up, play my prime video account. It would have been a 5 if I could see all prime shows/movies on it.",Robert,5.0
15,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2017-10-13T00:00:00.000Z,True,0,5,The echo show works great for home automation. Being able to see your security cameras or drop in on your home through the echos camera are great features.,Tbgixxer,5.0
16,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2017-10-20T00:00:00.000Z,True,0,4,"Its great, just needs expanding information on it.",Marty2016,5.0
17,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2018-01-27T00:00:00.000Z,True,0,5,"We had the Echo (still do, it's just in another room) and purchased the Show. We also have a couple of Dots and have them all set to communicate with each other. As you walk by the Show, it gives mini tips, news, fun facts, etc. Love it! You can even use it like Skype with others who have a show.",LJ1966,5.0
18,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2018-01-15T00:00:00.000Z,True,0,5,"My wife wanted this, so I got it as a gift. Even though I have had an Amazon Echo for a year, I think the Show is much better. The screen takes a lot of the mystery out of what Alexa is doing. Both my wife and daughter love it.",Nick,5.0
19,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2017-09-20T00:00:00.000Z,True,0,5,"This thing is awesome, great speakers on it too. Go out and grab one",Lm2000,5.0
20,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2017-11-06T00:00:00.000Z,True,0,5,"Our 5th Echo Show. We love the Drop In feature, allowing us to use them as an intercom. The ease of playing music on all of them at once throughout the house, and controlled from any device is used daily. The connection to our Sonos system is a real plus. Also connected to our Dish TV receiver.",fasteddiek,5.0
21,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2017-12-29T00:00:00.000Z,True,0,5,"I love the Echo Show and its many features, great purchase.",Ladybutterfly,5.0
22,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2017-12-08T00:00:00.000Z,True,0,5,"I use to communicate with family. I love the drop in feature and it’s much easier to hear everyone as opposed to FaceTime on speakerphone. It has more to offer, but that is enough for me to recommend for anyone who uses video to keep in touch.",Rilo,5.0
23,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2018-01-06T00:00:00.000Z,True,0,5,"Was recommended to me, and we love it, use for music, timer in the kitchen, great recipes, and love the question of the day, only have had for 2 weeks can’t wait to explore more!",Katy,5.0
24,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2018-01-06T00:00:00.000Z,True,0,5,"Bought for my daughters dorm, good device for streaming, making calls, etc., even for quick weather report",Curlys,5.0
25,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2017-08-11T00:00:00.000Z,True,0,5,"Love it so much! Have been using it every day...news, YouTube videos... buying more smart home products to make good use of Alexa.",KeepOnLearning,5.0
26,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2017-12-20T00:00:00.000Z,True,0,4,"I love this unit. Very well designed and built. It's very easy to use and has a huge amount of features. The screen is beautiful, but the audio could use a bit more bass IMHO. I bought 3 for Christmas gifts.",DJBryce,5.0
27,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2017-10-20T00:00:00.000Z,True,0,4,The screen really does add tremendous value. The bugs are almost all worked out and the quality of hearing my commands is night and day from a month ago.,CrashPusher,5.0
28,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2018-02-02T00:00:00.000Z,True,0,5,We really enjoy the Echo Show! I have the Echo in the living room & the Echo Show in the bedroom. It’s great to have the visual of all the requests for Alexa,lmiddleton,5.0
29,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Electronics,Hardware",Amazon,2017-11-15T00:00:00.000Z,True,0,4,"Love it, bought one for everyone in the family.. I know they’ll love it too",Maaroo,5.0
